source,target,distance,label
163,182,20,0
163,196,20,0
163,2,12,1
163,30,12,0
163,33,6,1
163,145,10,0
163,189,10,0
164,0,20,0
164,1,20,0
164,2,20,0
164,3,20,0
164,4,10,0
164,5,5,0
164,6,7,0
164,7,20,0
164,8,20,0
164,9,6,0
164,10,6,0
164,11,20,0
164,13,20,0
164,14,10,0
164,15,7,0
164,16,6,0
164,17,20,0
164,18,20,0
164,19,10,0
164,20,5,1
164,21,10,0
164,22,20,0
164,24,2,1
164,25,20,0
164,26,10,0
164,27,20,0
164,28,20,0
164,29,20,0
164,30,10,0
164,31,10,0
164,32,5,1
164,33,20,0
164,35,20,0
164,36,5,1
164,37,6,0
164,40,20,0
164,41,5,1
164,42,6,0
164,43,20,0
164,44,6,1
164,45,5,1
164,47,20,0
164,49,20,0
164,50,7,1
164,52,20,0
164,54,5,0
164,55,10,0
164,57,10,0
164,59,6,0
164,60,20,0
164,61,20,0
164,62,20,0
164,63,20,0
164,64,12,0
164,65,10,1
164,66,20,0
164,68,4,1
164,69,20,0
164,70,20,0
164,72,12,0
164,73,10,0
164,74,10,0
164,75,20,1
164,77,5,1
164,78,20,0
164,79,6,1
164,80,10,0
164,83,20,0
164,84,10,0
164,85,20,0
164,86,10,0
164,87,10,0
164,89,10,1
164,90,20,0
164,91,10,0
164,92,7,0
164,94,10,1
164,95,20,0
164,96,3,0
164,97,20,0
164,98,3,1
164,99,10,1
164,100,6,1
164,101,5,1
164,102,20,0
164,104,10,1
164,105,20,0
164,106,20,0
164,108,20,0
164,109,10,0
164,112,20,0
164,113,10,0
164,114,20,0
164,115,20,0
164,116,7,0
164,117,10,0
164,118,20,0
164,119,10,0
164,120,6,0
164,121,20,0
164,122,20,0
164,125,20,0
164,127,10,1
164,128,10,1
164,129,5,1
164,130,20,0
164,131,20,0
164,132,20,0
164,134,10,0
164,135,20,0
164,136,5,1
164,137,20,0
164,138,20,0
164,139,20,0
164,140,6,1
164,141,5,1
164,142,6,0
164,144,5,0
164,145,4,0
164,146,10,0
164,147,20,1
164,148,6,0
164,149,20,0
164,151,20,1
164,152,20,0
164,154,10,0
164,155,7,1
164,156,10,0
164,157,20,0
164,158,3,0
164,159,20,0
164,160,10,0
164,161,10,0
164,162,5,0
164,163,10,0
164,165,10,0
164,166,20,0
164,167,10,0
164,168,10,0
164,169,7,0
164,170,20,0
164,171,20,0
164,172,20,0
164,173,4,0
164,174,2,0
164,175,20,1
164,176,10,0
164,177,3,0
164,179,20,0
164,181,20,0
164,182,10,0
164,185,5,1
164,186,10,0
164,187,5,0
164,188,20,0
164,189,7,0
164,190,12,0
164,191,20,0
164,192,10,0
164,193,20,0
164,195,6,0
164,196,7,1
164,197,20,1
164,198,20,0
165,4,20,1
165,5,10,0
165,6,12,1
165,10,20,0
165,14,5,1
165,15,12,1
165,23,5,0
165,24,20,0
165,26,20,0
165,28,6,0
165,32,20,0
165,37,6,1
165,54,12,1
165,68,20,0
165,77,20,0
165,96,12,1
165,98,20,0
165,106,20,0
165,126,6,0
165,144,12,1
165,146,20,0
165,162,20,1
165,163,20,0
165,164,10,0
165,168,5,1
165,170,20,0
165,171,6,1
165,173,20,1
165,174,7,1
165,178,12,1
165,181,10,1
165,182,2,1
165,183,20,1
165,187,7,1
165,189,12,1
165,195,20,1
165,196,10,0
165,22,10,1
165,114,10,1
166,1,20,0
166,5,10,0
166,6,20,0
166,32,20,0
166,36,20,0
166,68,20,0
166,70,20,0
166,77,20,0
166,83,20,0
166,95,6,0
166,96,20,0
166,98,20,0
166,100,20,0
166,102,20,0
166,104,20,0
166,117,20,0
166,120,20,0
166,124,12,0
166,125,20,0
166,129,20,0
166,131,20,0
166,133,20,0
166,136,20,0
166,143,20,0
166,161,20,0
166,164,20,0
166,177,20,0
166,180,20,0
166,181,20,0
166,182,20,0
166,189,12,0
166,192,20,0
166,198,3,1
166,8,12,0
166,11,12,1
166,31,6,1
166,73,12,1
166,179,12,1
167,0,12,1
167,2,20,1
167,5,10,1
167,8,20,0
167,10,20,0
167,17,20,0
167,32,20,0
167,68,20,0
167,77,20,0
167,98,20,0
167,162,20,0
167,164,10,0
167,177,20,0
167,195,20,0
167,34,12,0
167,121,12,0
167,178,12,0
168,2,20,0
168,4,20,1
168,5,10,0
168,14,5,1
168,17,20,1
168,23,6,0
168,24,20,0
168,26,20,0
168,28,6,0
168,32,6,0
168,37,6,1
168,68,20,0
168,77,20,0
168,98,20,0
168,106,20,0
168,126,6,0
168,146,20,0
168,163,20,0
168,164,10,0
168,165,5,1
168,170,20,0
168,171,6,1
168,173,20,1
168,174,10,1
168,181,20,1
168,182,6,1
168,183,20,1
168,187,20,1
168,196,20,0
168,128,12,0
169,5,10,0
169,6,12,1
169,8,10,1
169,10,20,0
169,15,12,1
169,21,10,0
169,22,10,1
169,26,20,0
169,27,7,1
169,32,20,0
169,35,12,0
169,38,7,1
169,53,20,0
169,54,12,1
169,63,20,1
169,68,20,0
169,77,20,0
169,87,20,1
169,88,20,1
169,94,20,0
169,96,12,1
169,98,20,0
169,99,20,0
169,127,20,0
169,144,12,1
169,161,10,1
169,164,7,0
169,173,20,1
169,174,7,1
169,176,10,1
169,187,12,1
169,189,6,1
169,190,5,1
169,193,7,1
169,196,20,0
169,156,12,1
169,51,12,1
170,2,6,1
170,5,10,1
170,17,20,0
170,25,5,0
170,27,20,0
170,32,20,0
170,68,20,0
170,77,20,0
170,98,20,0
170,144,12,0
170,156,20,0
170,164,20,0
170,165,20,0
170,168,20,0
170,174,10,0
170,177,20,0
170,183,5,0
170,187,12,0
170,188,20,0
170,193,20,0
170,196,20,0
170,1,12,1
170,7,6,0
170,37,12,0
171,4,20,1
171,5,20,0
171,14,6,1
171,23,10,0
171,24,20,0
171,26,20,0
171,28,10,0
171,32,20,0
171,37,10,1
171,68,20,0
171,70,20,0
171,77,20,0
171,94,20,0
171,98,20,0
171,102,10,0
171,106,20,0
171,126,10,0
171,137,20,0
171,146,20,0
171,163,20,0
171,164,20,0
171,165,6,1
171,168,6,1
171,173,20,1
171,174,20,1
171,181,20,1
171,182,5,1
171,187,20,1
171,135,12,0
172,5,10,0
172,32,20,0
172,68,20,0
172,77,20,0
172,98,20,0
172,164,20,0
172,174,20,0
172,185,20,0
172,186,20,0
172,196,20,0
172,94,12,0
172,100,10,0
172,112,10,1
172,145,10,1
173,5,6,0
173,6,12,1
173,10,20,0
173,14,20,1
173,15,12,1
173,21,12,0
173,22,20,1
173,23,20,0
173,28,20,0
173,29,12,1
173,32,20,0
173,34,20,1
173,37,6,1
173,46,20,1
173,51,12,1
173,54,12,1
173,68,20,0
173,74,20,1
173,77,20,0
173,86,20,0
173,87,10,1
173,90,20,1
173,91,7,1
173,96,12,1
173,98,20,0
173,114,12,1
173,119,20,1
173,126,20,0
173,144,3,1
173,161,20,1
173,162,20,1
173,164,4,0
173,165,20,1
173,168,20,1
173,169,20,1
173,171,20,1
173,174,5,1
173,176,7,1
173,178,10,1
173,182,10,1
173,187,12,1
173,189,3,1
173,190,12,1
173,192,20,1
173,195,20,1
173,196,10,0
173,111,12,0
173,147,12,0
173,150,12,0
173,134,10,0
174,0,20,0
174,1,12,0
174,2,10,0
174,4,7,1
174,5,3,0
174,6,6,1
174,8,7,1
174,9,3,1
174,10,20,0
174,11,10,0
174,12,20,0
174,13,20,0
174,14,7,1
174,15,4,1
174,16,10,0
174,17,4,1
174,18,20,0
174,20,20,0
174,21,20,0
174,22,4,1
174,23,20,0
174,24,20,0
174,25,20,0
174,26,20,0
174,27,7,1
174,29,12,1
174,30,7,1
174,32,10,0
174,33,20,0
174,34,7,1
174,36,10,0
174,37,3,1
174,38,6,1
174,39,20,0
174,40,20,0
174,42,20,0
174,43,7,1
174,45,20,0
174,46,20,1
174,47,10,0
174,48,20,0
174,54,7,1
174,55,7,1
174,57,12,1
174,59,4,1
174,61,12,1
174,62,12,1
174,63,5,1
174,64,20,0
174,65,20,0
174,66,12,1
174,67,20,1
174,68,10,0
174,69,7,1
174,72,20,0
174,73,20,0
174,74,7,1
174,76,20,0
174,77,7,0
174,78,12,1
174,79,7,0
174,80,12,1
174,81,12,1
174,82,20,1
174,83,10,0
174,84,10,0
174,86,12,0
174,87,4,1
174,89,20,0
174,91,7,1
174,94,20,0
174,95,20,0
174,96,4,1
174,98,6,0
174,99,20,0
174,100,20,0
174,101,20,0
174,103,7,1
174,104,20,0
174,106,20,0
174,107,20,0
174,108,6,1
174,109,20,0
174,111,20,0
174,112,20,0
174,113,10,1
174,116,7,1
174,117,10,1
174,119,10,1
174,120,12,1
174,122,10,1
174,126,20,0
174,127,10,0
174,128,10,0
174,129,10,0
174,131,20,0
174,132,10,0
174,133,20,1
174,135,20,0
174,136,7,0
174,137,20,0
174,138,20,0
174,140,20,0
174,141,20,0
174,144,3,1
174,145,20,0
174,147,20,0
174,148,20,1
174,152,20,0
174,154,6,0
174,155,20,0
174,156,7,1
174,157,7,1
174,158,3,1
174,162,7,1
174,163,20,0
174,164,2,0
174,165,7,1
174,168,10,1
174,169,7,1
174,170,10,0
174,171,20,1
174,172,20,0
174,173,5,1
174,175,20,0
174,176,5,1
174,177,5,0
174,179,20,0
174,181,20,1
174,182,7,1
174,184,20,0
174,185,10,0
174,186,20,1
174,187,3,1
174,188,5,1
174,189,2,1
174,190,5,1
174,191,12,1
174,192,7,1
174,193,5,1
174,195,7,1
174,196,10,0
174,197,20,0
174,198,7,0
175,5,5,0
175,22,20,0
175,32,20,1
175,34,20,0
175,39,20,0
175,46,10,0
175,50,7,1
175,52,20,0
175,57,20,0
175,61,20,0
175,65,6,1
175,67,20,0
175,68,20,1
175,70,20,0
175,71,20,0
175,77,20,1
175,78,20,0
175,85,20,0
175,86,20,0
175,90,20,0
175,91,20,0
175,98,20,1
175,101,20,1
175,109,12,0
175,113,7,0
175,116,20,0
175,118,20,0
175,152,20,0
175,154,20,0
175,164,20,1
175,174,20,0
175,176,20,0
175,182,20,0
175,192,20,0
175,194,20,0
175,125,10,0
176,5,10,0
176,6,12,1
176,8,10,1
176,10,20,0
176,15,12,1
176,21,10,0
176,22,10,1
176,32,20,0
176,54,12,1
176,65,20,0
176,66,20,1
176,68,10,0
176,77,10,0
176,80,12,1
176,96,12,1
176,98,20,0
176,144,3,1
176,145,20,0
176,161,10,1
176,162,20,1
176,164,10,0
176,169,10,1
176,173,7,1
176,174,5,1
176,175,20,0
176,177,20,0
176,178,7,1
176,186,20,1
176,187,12,1
176,189,4,1
176,192,7,1
176,195,20,1
176,198,20,0
176,71,6,0
177,5,3,0
177,15,20,0
177,16,20,0
177,20,10,0
177,22,20,0
177,23,20,0
177,30,20,0
177,32,7,0
177,34,20,0
177,36,20,0
177,42,5,1
177,46,10,0
177,66,10,0
177,68,7,0
177,69,20,0
177,77,7,0
177,83,5,1
177,86,20,0
177,87,20,0
177,90,20,0
177,91,4,0
177,92,20,1
177,94,20,0
177,95,20,1
177,96,20,0
177,98,7,0
177,100,20,0
177,101,20,0
177,102,6,1
177,104,20,0
177,105,20,0
177,106,20,0
177,107,5,1
177,111,20,0
177,112,10,1
177,114,20,0
177,115,20,0
177,116,20,0
177,117,12,0
177,118,20,0
177,119,20,0
177,120,20,0
177,121,20,0
177,122,20,0
177,125,7,1
177,132,20,1
177,137,20,1
177,140,20,0
177,142,10,1
177,143,20,1
177,144,20,0
177,145,3,1
177,146,20,0
177,147,20,0
177,148,20,0
177,152,20,0
177,157,20,0
177,161,20,0
177,164,3,0
177,166,20,0
177,167,20,0
177,170,20,0
177,174,5,0
177,176,20,0
177,181,20,0
177,182,20,0
177,194,20,0
177,35,12,0
177,159,6,0
177,190,12,0
178,21,12,0
178,29,12,1
178,31,20,0
178,51,4,1
178,67,20,1
178,87,6,1
178,91,12,1
178,114,12,1
178,118,6,0
178,121,4,1
178,144,4,1
178,165,12,1
178,173,10,1
178,176,7,1
178,181,20,1
178,189,5,1
178,34,12,1
178,167,12,0
179,5,6,0
179,29,10,0
179,32,20,0
179,67,20,0
179,68,20,0
179,73,1,1
179,77,20,0
179,80,20,0
179,98,20,0
179,164,20,0
179,174,20,0
179,192,20,0
179,8,12,0
179,11,6,1
179,31,6,1
179,166,12,1
179,198,6,1
180,166,20,0
180,190,12,0
180,196,20,0
180,83,10,1
181,2,20,0
181,5,10,0
181,6,20,1
181,12,10,0
181,13,20,0
181,14,20,1
181,17,20,1
181,23,20,0
181,28,20,0
181,30,20,1
181,32,20,0
181,37,20,1
181,38,20,1
181,66,20,1
181,68,20,0
181,77,20,0
181,91,12,1
181,97,20,0
181,98,20,0
181,101,20,0
181,102,20,0
181,118,6,0
181,121,20,1
181,126,20,0
181,130,20,0
181,137,20,0
181,144,12,1
181,146,20,0
181,155,12,0
181,156,20,1
181,164,20,0
181,165,10,1
181,166,20,0
181,168,20,1
181,171,20,1
181,174,20,1
181,177,20,0
181,178,20,1
181,182,20,1
181,186,20,1
181,187,12,1
181,193,20,1
181,196,20,0
181,3,12,0
182,3,20,0
182,4,20,1
182,5,2,0
182,6,12,1
182,14,6,1
182,15,12,1
182,19,20,0
182,21,20,0
182,22,5,1
182,23,10,0
182,24,20,0
182,26,20,0
182,28,10,0
182,29,20,1
182,32,20,0
182,34,5,1
182,36,20,0
182,37,10,1
182,46,6,1
182,48,20,0
182,51,20,1
182,54,12,1
182,68,10,0
182,70,20,0
182,77,20,0
182,78,20,1
182,90,6,1
182,91,5,1
182,93,20,0
182,96,12,1
182,98,20,0
182,106,20,0
182,110,20,1
182,113,20,1
182,117,20,1
182,119,20,1
182,121,20,1
182,123,20,0
182,125,20,0
182,126,10,0
182,127,20,0
182,136,20,0
182,142,20,0
182,144,12,1
182,146,20,0
182,163,20,0
182,164,10,0
182,165,2,1
182,166,20,0
182,168,6,1
182,171,5,1
182,173,10,1
182,174,7,1
182,175,20,0
182,177,20,0
182,181,20,1
182,185,20,0
182,186,20,1
182,187,7,1
182,189,7,1
182,191,20,1
182,192,20,1
182,198,20,0
182,73,10,0
183,5,20,0
183,27,20,1
183,156,20,1
183,165,20,1
183,168,20,1
183,170,5,0
183,29,3,1
184,2,20,0
184,6,20,0
184,9,20,0
184,12,10,0
184,17,20,0
184,59,20,0
184,118,6,1
184,174,20,0
184,188,20,0
184,192,20,0
184,193,20,0
184,196,20,0
184,83,10,0
184,87,10,0
185,5,6,0
185,11,20,0
185,16,2,0
185,20,6,1
185,22,20,0
185,32,20,1
185,34,20,0
185,36,10,1
185,46,20,0
185,68,20,1
185,77,20,1
185,90,20,0
185,91,20,0
185,97,20,0
185,98,20,1
185,100,20,1
185,115,20,0
185,118,20,0
185,128,20,1
185,143,6,0
185,164,5,1
185,172,20,0
185,174,10,0
185,182,20,0
185,190,12,0
185,134,3,0
185,26,10,0
185,112,10,0
186,5,4,0
186,16,10,0
186,22,10,1
186,32,20,0
186,34,20,1
186,46,10,1
186,68,6,0
186,77,6,0
186,90,20,1
186,91,20,1
186,98,20,0
186,109,20,0
186,118,6,0
186,119,10,1
186,132,20,0
186,138,12,0
186,139,12,1
186,148,10,1
186,159,10,0
186,164,10,0
186,172,20,0
186,174,20,1
186,176,20,1
186,181,20,1
186,182,20,1
186,195,20,1
186,198,20,0
186,105,12,0
187,1,12,0
187,2,20,0
187,4,12,1
187,5,5,0
187,6,3,1
187,8,12,1
187,9,3,1
187,10,6,0
187,14,7,1
187,15,2,1
187,17,3,1
187,18,20,0
187,22,7,1
187,23,20,0
187,27,12,1
187,28,20,0
187,29,12,1
187,30,12,1
187,32,20,0
187,37,7,1
187,43,7,1
187,54,5,1
187,55,12,1
187,57,12,1
187,59,12,1
187,61,12,1
187,62,12,1
187,63,12,1
187,66,12,1
187,68,20,0
187,69,12,1
187,74,12,1
187,77,7,0
187,78,12,1
187,79,12,0
187,80,12,1
187,81,12,1
187,87,7,1
187,91,12,1
187,96,3,1
187,98,20,0
187,108,20,1
187,116,12,1
187,120,12,1
187,126,20,0
187,144,2,1
187,148,12,1
187,156,12,1
187,157,12,1
187,158,12,1
187,162,12,1
187,164,5,0
187,165,7,1
187,168,20,1
187,169,12,1
187,170,12,0
187,171,20,1
187,173,12,1
187,174,3,1
187,176,12,1
187,181,12,1
187,182,7,1
187,188,20,1
187,189,6,1
187,191,12,1
187,193,7,1
187,195,12,1
187,196,20,0
187,198,12,0
187,194,12,1
187,19,10,0
188,5,20,0
188,9,20,1
188,11,20,0
188,25,20,0
188,47,20,0
188,59,20,1
188,79,20,0
188,83,20,0
188,119,20,1
188,164,20,0
188,170,20,0
188,174,5,1
188,184,20,0
188,187,20,1
188,190,20,1
188,193,10,1
189,1,12,0
189,4,12,1
189,5,5,0
189,6,6,1
189,8,12,1
189,9,12,1
189,14,12,1
189,15,6,1
189,17,7,1
189,18,20,0
189,21,12,0
189,22,7,1
189,27,6,1
189,29,6,1
189,30,3,1
189,32,20,0
189,34,5,1
189,37,12,1
189,43,12,1
189,46,20,1
189,51,12,1
189,54,12,1
189,55,12,1
189,57,12,1
189,59,12,1
189,61,12,1
189,62,12,1
189,63,12,1
189,66,12,1
189,68,20,0
189,69,12,1
189,74,12,1
189,77,7,0
189,78,12,1
189,79,12,0
189,80,12,1
189,81,12,1
189,86,12,0
189,87,7,1
189,90,20,1
189,91,4,1
189,96,6,1
189,98,20,0
189,108,20,1
189,114,12,1
189,116,12,1
189,120,12,1
189,129,20,0
189,144,1,1
189,156,6,1
189,157,12,1
189,158,12,1
189,162,12,1
189,164,7,0
189,165,12,1
189,166,12,0
189,169,6,1
189,173,3,1
189,174,2,1
189,176,4,1
189,178,5,1
189,182,7,1
189,187,6,1
189,191,12,1
189,192,12,1
189,195,12,1
189,198,12,0
189,28,12,0
189,194,12,1
189,163,10,0
189,193,10,1
190,5,20,0
190,24,7,0
190,79,20,0
190,87,20,1
190,116,12,1
190,145,12,0
190,158,12,1
190,164,12,0
190,169,5,1
190,173,12,1
190,174,5,1
190,180,12,0
190,185,12,0
190,188,20,1
190,159,12,0
190,177,12,0
191,5,10,0
191,6,12,1
191,15,12,1
191,22,20,1
191,32,20,0
191,34,20,1
191,46,20,1
191,54,12,1
191,68,20,0
191,77,20,0
191,80,20,1
191,90,20,1
191,91,20,1
191,96,12,1
191,98,20,0
191,133,10,1
191,144,12,1
191,164,20,0
191,174,12,1
191,182,20,1
191,187,12,1
191,189,12,1
191,137,6,0
191,107,10,0
192,2,20,0
192,5,3,0
192,16,20,0
192,17,20,1
192,21,12,0
192,22,5,1
192,29,12,1
192,32,20,0
192,34,20,1
192,35,20,0
192,37,5,1
192,41,20,0
192,42,20,0
192,46,20,1
192,49,20,0
192,51,7,1
192,62,20,1
192,68,20,0
192,76,20,0
192,77,20,0
192,90,20,1
192,91,4,1
192,97,20,0
192,98,20,0
192,114,12,1
192,127,12,0
192,136,20,0
192,142,20,0
192,144,5,1
192,146,20,0
192,152,7,0
192,164,10,0
192,166,20,0
192,173,20,1
192,174,7,1
192,175,20,0
192,176,7,1
192,179,20,0
192,182,20,1
192,184,20,0
192,189,12,1
192,196,7,0
192,198,20,0
192,9,12,1
192,14,10,1
193,2,20,0
193,3,10,0
193,5,10,0
193,9,20,1
193,11,20,0
193,17,20,1
193,25,7,0
193,32,20,0
193,47,20,0
193,58,20,1
193,59,20,1
193,68,20,0
193,77,20,0
193,79,20,0
193,83,20,0
193,87,20,1
193,98,20,0
193,110,20,1
193,119,20,1
193,164,20,0
193,169,7,1
193,170,20,0
193,174,5,1
193,181,20,1
193,184,20,0
193,187,7,1
193,188,10,1
193,51,12,1
193,130,12,0
193,156,12,1
193,195,12,1
193,189,10,1
194,65,20,0
194,80,20,1
194,175,20,0
194,177,20,0
194,28,12,0
194,189,12,1
194,120,12,1
194,187,12,1
195,2,20,0
195,3,20,0
195,5,20,0
195,6,12,1
195,10,6,0
195,15,12,1
195,17,20,1
195,19,20,0
195,20,20,0
195,21,6,0
195,24,20,0
195,25,20,0
195,32,20,0
195,42,20,0
195,44,20,0
195,45,12,0
195,54,12,1
195,59,20,1
195,68,6,0
195,74,20,1
195,77,10,0
195,79,20,0
195,91,20,1
195,92,7,0
195,94,20,0
195,96,7,1
195,98,20,0
195,100,20,0
195,115,20,0
195,120,20,1
195,125,20,0
195,127,20,0
195,134,20,0
195,137,20,0
195,139,20,1
195,142,20,0
195,144,12,1
195,148,20,1
195,156,7,1
195,162,6,1
195,164,6,0
195,165,20,1
195,167,20,0
195,173,20,1
195,174,7,1
195,176,20,1
195,186,20,1
195,187,12,1
195,189,12,1
195,193,12,1
196,0,20,0
196,2,10,0
196,4,20,0
196,5,5,0
196,6,20,0
196,10,20,0
196,11,20,0
196,12,20,0
196,13,20,0
196,14,20,0
196,17,20,0
196,21,20,0
196,23,20,0
196,24,20,1
196,26,20,0
196,32,7,1
196,38,20,0
196,39,20,0
196,58,20,0
196,65,20,1
196,67,20,0
196,68,7,1
196,70,20,0
196,73,20,0
196,77,7,1
196,98,7,1
196,101,20,1
196,106,20,0
196,108,20,0
196,127,20,1
196,131,20,0
196,136,20,1
196,137,20,0
196,146,20,0
196,163,20,0
196,164,7,1
196,165,10,0
196,168,20,0
196,169,20,0
196,170,20,0
196,172,20,0
196,173,10,0
196,174,10,0
196,180,20,0
196,181,20,0
196,184,20,0
196,187,20,0
196,192,7,0
196,198,10,0
196,91,12,0
197,5,20,0
197,22,20,0
197,32,20,1
197,68,20,1
197,77,20,1
197,98,20,1
197,119,20,0
197,164,20,1
197,174,20,0
198,5,2,0
198,6,12,0
198,7,20,0
198,15,12,0
198,18,12,0
198,21,20,0
198,22,20,0
198,32,20,0
198,34,20,0
198,46,20,0
198,48,12,0
198,54,12,0
198,68,20,0
198,77,20,0
198,90,20,0
198,91,20,0
198,96,12,0
198,98,20,0
198,114,20,0
198,144,12,0
198,164,20,0
198,166,3,1
198,174,7,0
198,176,20,0
198,182,20,0
198,186,20,0
198,187,12,0
198,189,12,0
198,192,20,0
198,196,10,0
198,8,12,0
198,11,6,1
198,31,2,1
198,73,12,1
198,179,6,1
198,3,10,0
